accession,gene,effect_size,se,n_keloid,n_non_keloid,keloid_mean,non_keloid_mean
GSE181297,ABI2,-0.11226623127114838,0.7643517502409894,4,3,-0.06239896586107874,0.08319862114810417
GSE188952,ABI2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ABI2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ABI2,0.8386633951265515,0.47918731950282284,10,9,0.3882696210549786,-0.43141069006108596
Sun_Burns,ABI2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ABI3BP,-0.6197742422144661,0.4703398081100721,9,10,-0.3324311505013684,0.29918803545123335
GSE158395,ABI3BP,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ABI3BP,0.06156930929302522,0.13487191549971014,110,110,0.030946925654744304,-0.03094692565474457
GSE181297,ABI3BP,-1.3736177308198372,0.847411703663797,4,3,-0.5537852761676275,0.738380368223503
GSE188952,ABI3BP,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ABI3BP,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ABI3BP,1.7172354938743424,0.5373208382836009,10,9,0.6356091086545101,-0.7062323429494559
Sun_Burns,ABI3BP,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ABL1,-0.23413614488897064,0.46103550372948193,9,10,-0.13164865806977802,0.11848379226280618
GSE158395,ABL1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ABL1,0.3041582738384183,0.13561737834088733,110,110,0.15118808301490078,-0.15118808301489983
GSE181297,ABL1,-0.07503155147987443,0.764025822319047,4,3,-0.04177352632359732,0.055698035098125535
GSE188952,ABL1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ABL1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ABL1,0.5277326647537095,0.4673757641755629,10,9,0.2585147246737042,-0.2872385829707813
Sun_Burns,ABL1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ABL2,-1.2749009667570599,0.5038691010376946,9,10,-0.5908997212276463,0.5318097491048774
GSE158395,ABL2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ABL2,0.891629644428594,0.14138120151838257,110,110,0.40897915594310136,-0.40897915594310186
GSE181297,ABL2,0.9716647924789941,0.8067040143877304,4,3,0.4488621378818106,-0.5984828505090805
GSE188952,ABL2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ABL2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ABL2,-1.2925592977226021,0.5050516325963058,10,9,-0.5366985688920748,0.5963317432134156
Sun_Burns,ABL2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ABLIM1,-0.9646773224705055,0.48538710971952137,9,10,-0.482638661361668,0.4343747952254965
GSE158395,ABLIM1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ABLIM1,-0.08529699376030254,0.13490127347219305,110,110,-0.04285435755241398,0.042854357552412806
GSE181297,ABLIM1,-0.5633947720868561,0.7784637038919976,4,3,-0.2924544785472122,0.38993930472961785
GSE188952,ABLIM1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ABLIM1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ABLIM1,0.4343058843727172,0.46483850685856454,10,9,0.2154917063358658,-0.23943522926207347
Sun_Burns,ABLIM1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ABLIM3,0.7413466145237736,0.47494645197028273,9,10,0.38894153409256094,-0.35004738068330604
GSE158395,ABLIM3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ABLIM3,0.3404483866202981,0.13581324998916344,110,110,0.16873766533124582,-0.168737665331246
GSE181297,ABLIM3,0.5811494064441826,0.7793954295879914,4,3,0.30039417478517655,-0.40052556638023384
GSE188952,ABLIM3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ABLIM3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ABLIM3,0.5786088647412441,0.4689577031925883,10,9,0.28121825158255453,-0.312464723980616
Sun_Burns,ABLIM3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ABO,-0.574439043391041,0.4688227820491122,9,10,-0.3104197216476441,0.279377749482873
GSE158395,ABO,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ABO,0.1935952649159137,0.1351554586947754,110,110,0.09689452764817419,-0.09689452764817415
GSE181297,ABO,0.21003120042600196,0.7658226096268291,4,3,0.11586404143089507,-0.15448538857452762
GSE188952,ABO,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ABO,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ABO,-0.0309180571297709,0.4594956659917852,10,9,-0.015774091128224713,0.017526767920249514
Sun_Burns,ABO,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ABR,0.7930957636230502,0.47714124336342595,9,10,0.4118376517487587,-0.3706538865738741
GSE158395,ABR,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ABR,0.16840738238690528,0.13507877370464588,110,110,0.08438484651933659,-0.08438484651933549
GSE181297,ABR,-0.3133519606029228,0.7683403318600964,4,3,-0.17069016005373788,0.22758688007164965
GSE188952,ABR,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ABR,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ABR,0.4796216351533658,0.46600934977997266,10,9,0.2365659880944342,-0.2628510978827047
Sun_Burns,ABR,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ABT1,-0.2571514695048726,0.46135809532095273,9,10,-0.14434468361469482,0.12991021525322535
GSE158395,ABT1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ABT1,-0.10626067616632368,0.13493509661465972,110,110,-0.05335963303928925,0.05335963303929112
GSE181297,ABT1,-0.4181821653815234,0.7718966895210527,4,3,-0.22386606109634916,0.29848808146179756
GSE188952,ABT1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ABT1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ABT1,-0.9229842613941118,0.4832489325008891,10,9,-0.41954570573153427,0.4661618952572602
Sun_Burns,ABT1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ABTB2,0.5268221074597746,0.46734873024469753,9,10,0.2867817307957652,-0.25810355771619187
GSE158395,ABTB2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ABTB2,-0.38910435750969985,0.1361099338522244,110,110,-0.1920140341028591,0.1920140341028592
GSE181297,ABTB2,-1.0235855902884818,0.8112773934319738,4,3,-0.4649205693211525,0.6198940924282035
GSE188952,ABTB2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ABTB2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ABTB2,-1.2871024672549836,0.5046847630852584,10,9,-0.5351950174288576,0.5946611304765086
Sun_Burns,ABTB2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACAA2,1.0548351607476565,0.49029796092654765,9,10,0.5166789183700201,-0.4650110265330242
GSE158395,ACAA2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACAA2,0.05532856672294503,0.13486576870671693,110,110,0.027812681279420604,-0.0278126812794205
GSE181297,ACAA2,-0.4658815433597439,0.7738453278045908,4,3,-0.24708937452192703,0.32945249936256743
GSE188952,ACAA2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACAA2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACAA2,-1.0242362084095702,0.4885877078198107,10,9,-0.45483145553700755,0.505368283930009
Sun_Burns,ACAA2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACACA,0.46111285526506335,0.4655174621495197,9,10,0.25333766208664144,-0.22800389587797937
GSE158395,ACACA,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACACA,0.4970711220936106,0.13690640217133251,110,110,0.2424719410479683,-0.24247194104796796
GSE181297,ACACA,-0.4215775737778972,0.7720286040860664,4,3,-0.22554043379952424,0.3007205783993659
GSE188952,ACACA,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACACA,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACACA,0.30454993283127296,0.46211677960770214,10,9,0.15324600453489562,-0.17027333837210568
Sun_Burns,ACACA,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACACB,-0.12173623649458158,0.4598924912554102,9,10,-0.0688640247914844,0.06197762231234263
GSE158395,ACACB,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACACB,-0.08237830985586307,0.13489715093978003,110,110,-0.04139053975732101,0.04139053975732065
GSE181297,ACACB,-1.5350305421863084,0.8669727888344535,4,3,-0.5851064963906086,0.7801419951874782
GSE188952,ACACB,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACACB,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACACB,-0.42983534139643137,0.4647291413437455,10,9,-0.21339258329264216,0.23710287032516092
Sun_Burns,ACACB,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACAD10,1.346303652681431,0.5087330948295814,9,10,0.6124078644184783,-0.5511670779766502
GSE158395,ACAD10,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACAD10,0.17215418480893754,0.13508950789743435,110,110,0.08624840012586162,-0.08624840012586195
GSE181297,ACAD10,-1.0595419799355419,0.8145680658182504,4,3,-0.47557045556050387,0.6340939407473387
GSE188952,ACAD10,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACAD10,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACAD10,-0.18839007934045032,0.4604835285989615,10,9,-0.09561208670711638,0.10623565189679547
Sun_Burns,ACAD10,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACADL,0.24123761048738018,0.4611318400053652,9,10,0.1355729147930469,-0.12201562331375268
GSE158395,ACADL,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACADL,-0.012812620297628148,0.13484135597096458,110,110,-0.006443044710075626,0.006443044710075542
GSE181297,ACADL,-0.9059711035547817,0.8012245229799794,4,3,-0.4273555680781489,0.5698074241041985
GSE188952,ACADL,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACADL,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACADL,0.5133380002053974,0.4669536809182272,10,9,0.25199533144737,-0.27999481271929727
Sun_Burns,ACADL,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACADS,0.9815995929997207,0.48627910501987703,9,10,0.48919314032779787,-0.4402738262950038
GSE158395,ACADS,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACADS,-0.00962214043796967,0.13484075275526286,110,110,-0.004838701471477422,0.004838701471478568
GSE181297,ACADS,-1.7262136355976037,0.8922875970700159,4,3,-0.6160074837549153,0.8213433116732188
GSE188952,ACADS,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACADS,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACADS,-0.3888677670337551,0.4637785418216453,10,9,-0.19399686812146172,0.21555207569051377
Sun_Burns,ACADS,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACAN,1.1464827355119112,0.49568254073096274,9,10,0.5490871736222831,-0.4941784562600561
GSE158395,ACAN,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACAN,0.41111904350215384,0.13625693366786318,110,110,0.20244202215178717,-0.20244202215178697
GSE181297,ACAN,2.632904019229372,1.0385033957280216,4,3,0.7036531719010553,-0.9382042292014067
GSE188952,ACAN,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACAN,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACAN,-0.08869603678812886,0.4596935251700495,10,9,-0.04520419123256917,0.05022687914729951
Sun_Burns,ACAN,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACBD4,0.051026716707487214,0.4595428491572721,9,10,0.02891865285525546,-0.026026787569738842
GSE158395,ACBD4,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACBD4,-0.29602501178116225,0.1355764695962463,110,110,-0.14723450145060685,0.14723450145060687
GSE181297,ACBD4,-2.0400046511766927,0.9383985462892622,4,3,-0.6553090931517869,0.8737454575357154
GSE188952,ACBD4,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACBD4,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACBD4,-0.21896256010209206,0.4608392465739654,10,9,-0.11091983054223067,0.1232442561580326
Sun_Burns,ACBD4,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACE,-0.0365185750690783,0.4595064809275301,9,10,-0.02070038526956096,0.018630346742613036
GSE158395,ACE,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACE,0.5334861495118313,0.13721754022288973,110,110,0.259075811837521,-0.2590758118375212
GSE181297,ACE,0.7775917641353851,0.7915317707872253,4,3,0.3813390003791326,-0.5084520005055099
GSE188952,ACE,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACE,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACE,-0.37294208267684825,0.4634342064032041,10,9,-0.18638223850968483,0.20709137612186967
Sun_Burns,ACE,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACHE,-0.5019517674409921,0.46662781853194074,9,10,-0.2742326762999572,0.24680940866996903
GSE158395,ACHE,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACHE,-0.31857112393711806,0.13569256328023419,110,110,-0.15817619520681223,0.15817619520681245
GSE181297,ACHE,-1.472271602133581,0.8591628124898119,4,3,-0.5735505330797596,0.7647340441063456
GSE188952,ACHE,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACHE,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACHE,0.44417350025315805,0.46508381589121184,10,9,0.22011247723049024,-0.24456941914499167
Sun_Burns,ACHE,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACO1,-0.011650163237194228,0.4594721785439667,9,10,-0.006605048793935025,0.005944543914545719
GSE158395,ACO1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACO1,0.4657511844194987,0.1366558730882744,110,110,0.2280173270626183,-0.2280173270626174
GSE181297,ACO1,-0.011854971832202178,0.7637691876020347,4,3,-0.006608961593320528,0.008811948791091448
GSE188952,ACO1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACO1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACO1,1.1996919825680965,0.49898536723773645,10,9,0.510220474046926,-0.5669116378299173
Sun_Burns,ACO1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACOT11,-0.5991280097138907,0.4696352614486545,9,10,-0.32246793608135227,0.29022114247322295
GSE158395,ACOT11,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACOT11,-0.17106562540221582,0.13508636503594024,110,110,-0.08570707429098381,0.08570707429098386
GSE181297,ACOT11,-0.9666447435939709,0.8062731160355971,4,3,-0.44726604882061133,0.5963547317608148
GSE188952,ACOT11,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACOT11,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACOT11,-0.37380153922796927,0.46345242794962876,10,9,-0.1867942042073741,0.20754911578597388
Sun_Burns,ACOT11,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACOT7,-1.2122409649205914,0.49978285756636953,9,10,-0.571011390680994,0.5139102516128886
GSE158395,ACOT7,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACOT7,0.09144609557783448,0.13491042809950565,110,110,0.04593741966661729,-0.045937419666617636
GSE181297,ACOT7,-0.6721297263289622,0.7846029494355597,4,3,-0.3394709110345386,0.4526278813793854
GSE188952,ACOT7,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACOT7,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACOT7,0.23170840421203437,0.4610032254369614,10,9,0.1172751618073716,-0.13030573534152273
Sun_Burns,ACOT7,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACOT9,-0.4932641515038654,0.4663839548049454,9,10,-0.269817297266613,0.24283556753994578
GSE158395,ACOT9,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACOT9,0.5238861325240716,0.13713345092754645,110,110,0.2547202396753935,-0.2547202396753947
GSE181297,ACOT9,0.5449017224498527,0.7775228317178439,4,3,0.2840777397305878,-0.3787703196407855
GSE188952,ACOT9,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACOT9,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACOT9,-0.4587796521403347,0.46545679293628567,10,9,-0.22692005057898249,0.2521333895322029
Sun_Burns,ACOT9,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACOX2,1.3707539316441213,0.5104484242037645,9,10,0.6194980140579438,-0.5575482126521496
GSE158395,ACOX2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACOX2,-0.037468665805747495,0.13485180334619573,110,110,-0.01883879162376432,0.01883879162376433
GSE181297,ACOX2,-0.9779074981563287,0.8072426499075654,4,3,-0.4508361752075793,0.6011149002767727
GSE188952,ACOX2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACOX2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACOX2,-0.3142959390119922,0.46228847679382973,10,9,-0.15800864431460288,0.1755651603495586
Sun_Burns,ACOX2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACP2,-0.5786415884610943,0.4689587657251968,9,10,-0.31248075646934403,0.2812326808224016
GSE158395,ACP2,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACP2,-0.0615709713137482,0.13487191722408776,110,110,-0.03094776024174915,0.030947760241749535
GSE181297,ACP2,-0.8295007124921442,0.7952869248036766,4,3,-0.40059254971175795,0.5341233996156802
GSE188952,ACP2,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACP2,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACP2,1.3987054428593961,0.5124399615181306,10,9,0.5646921925695705,-0.6274357695217462
Sun_Burns,ACP2,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACP5,0.2592444311095526,0.4613889185264861,9,10,0.14549597525872512,-0.13094637773285336
GSE158395,ACP5,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACP5,-0.07324193466851134,0.13488517322821109,110,110,-0.03680665343747932,0.03680665343747852
GSE181297,ACP5,-0.16248666437875178,0.7649961989993154,4,3,-0.0900141673104834,0.12001888974731055
GSE188952,ACP5,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACP5,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACP5,-1.2241889464671014,0.5005486673555659,10,9,-0.5173904876614983,0.5748783196238859
Sun_Burns,ACP5,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACP6,0.8351681904336034,0.47902664821309543,9,10,0.4299290049974608,-0.3869361044977201
GSE158395,ACP6,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACP6,0.06488185179882433,0.13487544468452134,110,110,0.03261019405786474,-0.0326101940578647
GSE181297,ACP6,-0.7237978529526288,0.7878791603596103,4,3,-0.3604452153455195,0.4805936204606926
GSE188952,ACP6,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACP6,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACP6,-0.1263272561572774,0.45992507392853643,10,9,-0.06430384431612093,0.07144871590680041
Sun_Burns,ACP6,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACR,0.39019741022387017,0.46380792988067915,9,10,0.216256414219848,-0.19463077279786886
GSE158395,ACR,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACR,0.047102246327135895,0.13485866862629542,110,110,0.02367998975102695,-0.02367998975102694
GSE181297,ACR,-0.5819746657747862,0.7794394129423284,4,3,-0.3007607615373189,0.40101434871642566
GSE188952,ACR,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACR,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACR,0.4214987943481333,0.46452815494126465,10,9,0.2094688652727351,-0.2327431836363597
Sun_Burns,ACR,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACSBG1,-0.8112692682838054,0.47794461383269427,9,10,-0.4197102577012327,0.37773923193110753
GSE158395,ACSBG1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACSBG1,0.05734340688087583,0.1348676815043065,110,110,0.02882467488372249,-0.02882467488372237
GSE181297,ACSBG1,-0.9112840277588322,0.8016547727720557,4,3,-0.42914525880639026,0.5721936784085203
GSE188952,ACSBG1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACSBG1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACSBG1,-0.48752072642090083,0.46622500443546244,10,9,-0.24020044338191213,0.26688938153545994
Sun_Burns,ACSBG1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACSL1,-0.9254585284396835,0.4833734447686104,9,10,-0.46715274386144323,0.42043746947529687
GSE158395,ACSL1,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACSL1,0.3122400045489218,0.13565911339256262,110,110,0.15510940865258502,-0.15510940865258527
GSE181297,ACSL1,-0.5592515678997537,0.7782502802929604,4,3,-0.29058717807782114,0.38744957077042813
GSE188952,ACSL1,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACSL1,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACSL1,-0.6514184781310454,0.4714637971219554,10,9,-0.31274935864971215,0.34749928738856933
Sun_Burns,ACSL1,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACSL4,-0.47134569754869465,0.4657870811529066,9,10,-0.2586060893400364,0.23274548040603465
GSE158395,ACSL4,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACSL4,0.45936202914908714,0.13660671381264844,110,110,0.22504958936207867,-0.22504958936207897
GSE181297,ACSL4,1.1223407785731494,0.8205536236466403,4,3,0.4932780450728115,-0.6577040600970858
GSE188952,ACSL4,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACSL4,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACSL4,0.10664996127105884,0.4597939022414894,10,9,0.05432544660033154,-0.06036160733370181
Sun_Burns,ACSL4,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACSL5,0.3258875079150201,0.4624996412526997,9,10,0.18184030048260158,-0.16365627043434156
GSE158395,ACSL5,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACSL5,0.07480010434495406,0.1348871165726938,110,110,0.0375885887704806,-0.03758858877048072
GSE181297,ACSL5,-0.8233569850550265,0.7948307722629466,4,3,-0.39836001184814773,0.5311466824641967
GSE188952,ACSL5,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACSL5,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACSL5,-0.8665400254686215,0.4804908082247333,10,9,-0.398799817126491,0.44311090791832153
Sun_Burns,ACSL5,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACSM3,-0.46467929030354305,0.46561077784875965,9,10,-0.25517630758202525,0.22965867682383062
GSE158395,ACSM3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACSM3,0.24572422534803437,0.13534787162012368,110,110,0.12263224265591234,-0.12263224265591233
GSE181297,ACSM3,-0.5453494606075553,0.7775452536601335,4,3,-0.2842818284767198,0.3790424379689592
GSE188952,ACSM3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACSM3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACSM3,-0.7306302263518873,0.47450924093606084,10,9,-0.34570104480918823,0.38411227201021025
Sun_Burns,ACSM3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACSM5,0.0513202207774653,0.45954370925731347,9,10,0.029084858743505353,-0.02617637286915562
GSE158395,ACSM5,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACSM5,0.27291268449847383,0.1354662095854716,110,110,0.13596140693792477,-0.1359614069379245
GSE181297,ACSM5,-0.8837278106427873,0.7994480913181008,4,3,-0.41976516873416914,0.5596868916455587
GSE188952,ACSM5,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACSM5,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACSM5,0.5499421156864094,0.46804910203580435,10,9,0.26849145831982685,-0.29832384257758693
Sun_Burns,ACSM5,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACSS3,-3.77075117144385,0.7650384685747128,9,10,-0.924976610113483,0.8324789491021324
GSE158395,ACSS3,0.0,0.5563486402641868,7,6,0.0,0.0
GSE163973,ACSS3,-0.048633817742363875,0.13485990414490578,110,110,-0.024449510569812215,0.024449510569813065
GSE181297,ACSS3,-2.380131595458532,0.9939708632682291,4,3,-0.6862371564232997,0.9149828752310641
GSE188952,ACSS3,0.0,0.6123724356957945,4,8,0.0,0.0
GSE44270,ACSS3,0.0,0.3563483225498992,18,14,0.0,0.0
GSE7890,ACSS3,-0.8991064714790019,0.4820628554036683,10,9,-0.41086362234577073,0.45651513593974524
Sun_Burns,ACSS3,0.0,0.4287464628562721,17,8,0.0,0.0
GSE145725,ACTA2,0.6082283522519728,0.46994299628295827,9,10,0.3268721800376799,-0.2941849620339131
